codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,exercise_id
520,520-levantamento-terra-sumo.mp4,Levantamento Terra Sumô,posterior de coxa,Livre/Funcional,normal,45912e02-399e-4442-8b13-365e834fab4b
521,521-levantamento-terra-sumo-belt-squat.mp4,Levantamento Terra Sumô Belt Squat,posterior de coxa,Livre/Funcional,normal,cb160be6-90a5-4365-b77c-0ae473917009
522,522-levantamento-terra-sumo-landmine.mp4,Levantamento Terra Sumô Landmine,posterior de coxa,Livre/Funcional,normal,fa532cec-fd1b-440e-b42e-6d2c0f6ae3fb
523,523-liberacao-da-panturrilha-com-rolinho.mp4,Liberação da panturrilha com rolinho,Panturrilha,Livre/Funcional,normal,7de14018-9e35-45e7-a3d1-27557b1042f7
524,524-liberacao-miofascial-gluteo-medio.mp4,Liberação Miofascial Glúteo Médio,mobilidade,Livre/Funcional,normal,a56b2913-4848-450e-8751-2efb662ec59d
525,525-liberacao-miofascial-tensor-da-fascia-lata.mp4,Liberação Miofascial Tensor da Fascia Lata,mobilidade,Livre/Funcional,normal,9a427102-e8ee-4663-b53b-1d37ab201af9
526,526-liberacao-quadriceps-com-rolinho.mp4,liberação quadriceps com rolinho,Quadríceps,Livre/Funcional,normal,2d19a06f-d6ba-4dff-9008-eec8d337868d
527,527-lift-com-anilha-em-base-afundo-isometrico.mp4,Lift com anilha em Base Afundo Isométrico,Musculação,Livre/Funcional,normal,9c9491ac-77e1-4d82-801c-df380fb098e3
528,528-manguito-externo.mp4,Manguito Externo,ombro,Livre/Funcional,normal,0bc88428-34f7-48c8-ac8e-ed3d235b109a
529,529-manguito-externo-em-diagonal.mp4,Manguito Externo em Diagonal,ombro,Livre/Funcional,normal,fb2ba2b0-82b0-4c48-a8c6-f736ccadcec1
530,530-manobra-de-bracing.mp4,Manobra de Bracing,abdômen,Livre/Funcional,normal,2e7d04fe-0720-42d8-ba20-012045538d35
531,531-mesa-flexora.mp4,Mesa Flexora,posterior de coxa,Livre/Funcional,normal,9a07c179-37e8-4d8f-9ae9-0f399b1624b2
532,532-nordico.mp4,Nórdico,posterior de coxa,Livre/Funcional,normal,49fbaae9-ff6f-468a-ad2b-c6c7ee357bfe
533,533-nordico-reverso.mp4,Nórdico Reverso,quadríceps,Livre/Funcional,normal,672c0d1e-59af-46c1-b3ec-d3135a745b1b
534,534-pallor-press-anti-extensao-flexao.mp4,Pallor press - Anti extensão/flexão,Funcional,Livre/Funcional,normal,0f840a33-cbf4-49f7-abc0-f999cc801301
535,535-pancha-frontal-variacao-1.mp4,Pancha frontal variação 1,Abdômen,Livre/Funcional,normal,becb17e7-37e7-42a9-860d-98a6af115d90
536,536-panturrilha-com-controle-de-inversao.mp4,Panturrilha com controle de Inversão,Musculação,Livre/Funcional,normal,c5e71701-baac-4c7a-926c-a5215c36938a
537,537-panturrilha-leg-45.mp4,Panturrilha Leg 45,panturrilha,Livre/Funcional,normal,9858eb03-5e8e-463c-82ea-98d1635c4e2d
538,538-panturrilha-leg-horizontal.mp4,Panturrilha Leg Horizontal,panturrilha,Livre/Funcional,normal,9f7ecac4-8233-4a7e-95a7-c60dbace22d3
539,539-panturrilha-no-smith.mp4,Panturrilha no Smith,pernas,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000014
540,540-panturrilha-unilateral-step-degrau.mp4,Panturrilha Unilateral Step/Degrau,panturrilha,Livre/Funcional,normal,41013fda-c824-4342-9f52-7f8d2dd0a54b
541,541-paralela-inclinada-para-peitoral.mp4,Paralela Inclinada para Peitoral,peitoral,Livre/Funcional,normal,0a136fd6-d641-4e21-be1c-dfd2f614b8cc
542,542-paralela-para-triceps.mp4,Paralela para Tríceps,tríceps,Livre/Funcional,normal,e10df991-f551-4b67-9600-f128151fb078
543,543-perdigueiro-4-apoios-suspenso.mp4,Perdigueiro 4 apoios (suspenso),abdômen,Livre/Funcional,normal,f5340b40-627b-45d2-9eae-c9cd3c098d86
544,544-perdigueiro-alternado.mp4,Perdigueiro Alternado,abdômen,Livre/Funcional,normal,f6691114-2900-44af-909e-e966957f1372
545,545-perdigueiro-invertido-alternado.mp4,Perdigueiro Invertido Alternado,abdômen,Livre/Funcional,normal,fd346ad6-7a30-4e31-b167-9c9ab3f478c0
546,546-plio-bound-burpee.mp4,Plio Bound Burpee,Musculação,Livre/Funcional,normal,8f6eb5f3-64aa-4409-ae99-a6b96e3064b7
547,547-pre-plio-bilateral-posicao-atletica.mp4,Pré Plio Bilateral - Posição Atlética,Musculação,Livre/Funcional,normal,3f04c318-83f2-4e78-aee1-99ddd18849ef
548,548-pre-plio-unilateral.mp4,Pré Plio Unilateral,Musculação,Livre/Funcional,normal,714ca533-7eee-4121-bc44-d76ecd2b9863
549,549-pull-over-unilateral-banco.mp4,Pull Over Unilateral Banco,Musculação,Livre/Funcional,normal,184049e0-c296-41b2-9742-96d416c0ca8a
550,550-pulldown.mp4,Pulldown,Dorsal,Livre/Funcional,normal,c85e058a-1e62-48e8-8e27-7bc988b82800
551,551-pulldown-aberto.mp4,Pulldown Aberto,costas,Livre/Funcional,normal,9838c0b0-1c55-4b7a-a4fe-241a1ad92422
552,552-pulldown-unilateral.mp4,Pulldown Unilateral,costas,Livre/Funcional,normal,2b544004-7438-4adf-8d5f-de505cb8d404
553,553-puxada-neutra-unilateral.mp4,Puxada Neutra Unilateral,costas,Livre/Funcional,normal,d22c572a-4ce1-4e5d-b0a7-471be47aa232
554,554-puxada-neutra-unilateral-com-giro.mp4,Puxada Neutra Unilateral com Giro,costas,Livre/Funcional,normal,35f2868b-140e-489b-aaa1-44659a4b4a04
555,555-puxada-romana.mp4,Puxada Romana,costas,Livre/Funcional,normal,b48f3fd6-4b2e-46c5-ac67-cd3acb578d04
556,556-puxada-supinada.mp4,Puxada Supinada,costas,Livre/Funcional,normal,c3ffdec6-f7bc-4ddb-9161-22600b178653
557,557-rack-pulls.mp4,Rack Pulls,posterior de coxa,Livre/Funcional,normal,ffbf282d-91d7-44fb-b4fe-7775256eca1f
558,558-rdl-belt-squat.mp4,RDL Belt Squat,posterior de coxa,Livre/Funcional,normal,edaabff8-cd69-4e3c-8658-6a300fd46872
559,559-rdl-unilateral.mp4,RDL Unilateral,posterior de coxa,Livre/Funcional,normal,5f51a4d4-44ee-45e1-89ac-ef44712b0c1e
560,560-remada-baixa-neutra.mp4,Remada Baixa Neutra,costas,Livre/Funcional,normal,0db0d50d-5d72-4ade-97f2-3ec1c64218d8
561,561-remada-baixa-neutra-unilateral.mp4,Remada Baixa Neutra Unilateral,costas,Livre/Funcional,normal,f138a64b-e0d8-4945-8dd3-b64dda059da3
562,562-remada-baixa-pronada.mp4,Remada Baixa Pronada,costas,Livre/Funcional,normal,ac085604-d230-44fa-bb9c-393696a3d3e3
563,563-remada-baixa-romana.mp4,Remada Baixa Romana,costas,Livre/Funcional,normal,663ca485-1e3a-4501-9e3a-dc2a1da4fa98
564,564-remada-baixa-supinada.mp4,Remada Baixa Supinada,costas,Livre/Funcional,normal,ba97e3d0-b019-403b-b66c-f314159af214
565,565-remada-baixa-unilateral-com-rotacao.mp4,Remada Baixa Unilateral com Rotação,costas,Livre/Funcional,normal,0c6d0470-cc1d-4388-aec3-c86ebf4ab0b9
566,566-remada-cavalinho-neutra.mp4,Remada Cavalinho Neutra,costas,Livre/Funcional,normal,1022b48e-678a-4bb8-88b0-765bf9a189de
567,567-remada-cavalinho-pronada.mp4,Remada Cavalinho Pronada,costas,Livre/Funcional,normal,085d0cbf-6038-42ef-92b4-f906843c667b
568,568-remada-com-peito-no-banco-neutra.mp4,Remada com Peito no Banco Neutra,costas,Livre/Funcional,normal,7c94db20-f60f-4222-b592-afcbd22468c1
569,569-remada-suspenas.mp4,Remada Suspenas,Funcional,Livre/Funcional,normal,f0406f4a-06ba-4233-8651-51ad93d5bc88
570,570-remada-t-neutra.mp4,Remada T Neutra,costas,Livre/Funcional,normal,1d5b69b5-9253-4a9f-b7cb-01703845ed08
571,571-remada-t-pronada.mp4,Remada T Pronada,costas,Livre/Funcional,normal,54c4496f-bc84-41eb-a6f5-0e308642791d
572,572-resposta-a-carga-com-controle-de-eversao.mp4,Resposta a carga com controle de eversão,Musculação,Livre/Funcional,normal,5dd42590-3103-4a4d-8716-bcbba23bd66c
573,573-resposta-a-carga-iso-molinete.mp4,Resposta a carga ISO molinete,Musculação,Livre/Funcional,normal,39bfac54-b3c7-4b54-84f3-9aa88abffdf9
574,574-rigidez-de-tornozelo-elevacao-estabilidade.mp4,Rigidez de Tornozelo elevação ( estabilidade),Musculação,Livre/Funcional,normal,a49a288e-8fec-4318-a1ec-c86d25d99621
575,575-rosca-alternada.mp4,Rosca Alternada,bíceps,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000009
576,576-rosca-alternada-com-giro.mp4,Rosca Alternada com Giro,bíceps,Livre/Funcional,normal,380a94d4-ddc7-48ff-8b7d-9eab07f270ed
577,577-rosca-arnold.mp4,Rosca Arnold,bíceps,Livre/Funcional,normal,92da4db7-ec84-4aca-a2e5-432b4b204b3f
578,578-rosca-banco-45.mp4,Rosca Banco 45,bíceps,Livre/Funcional,normal,867a6df5-d665-43ac-b297-d46c2b667741
579,579-rosca-banco-45-com-giro.mp4,Rosca Banco 45 com Giro,bíceps,Livre/Funcional,normal,af88fede-e776-4fd2-b929-6357cfd98e0b
580,580-rosca-banco-45-neutra.mp4,Rosca Banco 45 Neutra,bíceps,Livre/Funcional,normal,2d0b1d00-37fc-4deb-9687-3250edeeb87c
581,581-rosca-concentrada.mp4,Rosca Concentrada,bíceps,Livre/Funcional,normal,56c7b21c-1697-4f6b-9d73-02dd9f0d0f26
582,582-rosca-direta.mp4,Rosca Direta,bíceps,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000008
583,583-serrote-banco.mp4,Serrote Banco,costas,Livre/Funcional,normal,f97ce807-f666-4763-bc5f-70f491c215ec
584,584-serrote-em-pe.mp4,Serrote em pé,Dorsal,Livre/Funcional,normal,771c15b3-d144-4e5a-ac67-f93a0116fe5c
585,585-short-foot.mp4,Short foot,Mobilidade,Livre/Funcional,normal,7e8bf2c1-c96a-4ba5-8e2f-122e27ef1f55
586,586-shoulder-press-uni-em-base-afundo.mp4,Shoulder press uni em base afundo,Musculação,Livre/Funcional,normal,5186ef9c-b985-415e-b303-3e4539a94a8a
587,587-sl-rdf-clean-stiff-unipodal.mp4,SL RDF CLEAN ( stiff unipodal ),Musculação,Livre/Funcional,normal,751e0fa2-335a-42d3-8bd9-21f4b587f7ac
588,588-stiff-belt-squat.mp4,Stiff Belt Squat,posterior de coxa,Livre/Funcional,normal,1aebf554-0bd2-42d6-a749-4070c77e128d
589,589-stiff-invertido-belt-squat.mp4,Stiff Invertido Belt Squat,posterior de coxa,Livre/Funcional,normal,26ac45b4-4a3c-49f4-a68e-20e87a00252a
590,590-stiff-uni-com-anilha-knee-drive-controle-motor.mp4,Stiff Uni com anilha + knee drive (controle motor),Musculação,Livre/Funcional,normal,54d5d585-9b45-4ece-ae2f-9acfed397591
591,591-stiff-uni-explosivo-controle-motor.mp4,Stiff Uni Explosivo (controle motor),Quadríceps,Livre/Funcional,normal,bbee5a76-b377-455f-9418-605e0de57e74
592,592-stiff-unilateral-b-stance.mp4,Stiff unilateral ( B-stance ),Quadríceps,Livre/Funcional,normal,b3b167c4-93f4-4548-835d-2230bcf49dc9
593,593-stiff-unilateral-aviaozinho.mp4,Stiff Unilateral (Aviãozinho),posterior de coxa,Livre/Funcional,normal,40f6085e-6038-403a-9419-bc67731defea
594,594-stiff-unilateral-com-apoio.mp4,Stiff Unilateral com Apoio,posterior de coxa,Livre/Funcional,normal,18248fd8-94bb-46c6-a567-de54ce6103d7
595,595-sumo-deadlift.mp4,Sumo Deadlift,Quadríceps,Livre/Funcional,normal,253a7e0f-63fc-43cb-b983-352bfb724549
596,596-superman.mp4,Superman,lombar,Livre/Funcional,normal,a3960993-b603-403e-acc2-df84a2aceb6b
597,597-superman-w-e-y.mp4,Superman W e Y,lombar,Livre/Funcional,normal,80653a6c-1c38-4e90-9805-d9c9e75eef83
598,598-supersquat-invertido.mp4,Supersquat Invertido,quadríceps,Livre/Funcional,normal,5021e362-3f0e-44fa-aed1-c9e10a2392c0
599,599-supino-alternado-pegada-neutra.mp4,Supino alternado pegada neutra,Peitoral,Livre/Funcional,normal,42588627-d820-450b-926a-9ac98957a792
600,600-supino-inclinado-cross-over-banco-45.mp4,Supino Inclinado Cross Over Banco 45,peitoral,Livre/Funcional,normal,e28e4c41-5215-4cd6-b642-4322656f228d
601,601-supino-inclinado-neutro-cross-over-banco-45.mp4,Supino Inclinado Neutro Cross Over Banco 45,peitoral,Livre/Funcional,normal,ef3553ff-17bc-4309-83ac-c3173f0256e2
602,602-supino-reto-cross-over-banco-90.mp4,Supino Reto Cross Over Banco 90,peitoral,Livre/Funcional,normal,2e826822-0e02-42bb-986b-d7b32fe5ec62
603,603-torcao-de-tronco-em-base-afundo-isometrico.mp4,Torção de tronco em base Afundo Isométrico,Musculação,Livre/Funcional,normal,468b5bb5-dc72-4d40-b1d0-01063f2366ac
604,604-triceps-corda.mp4,Tríceps Corda,tríceps,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000004
605,605-triceps-frances-em-pe.mp4,Tríceps Francês Em Pé,tríceps,Livre/Funcional,normal,4f44fac9-f032-48aa-a936-f088f8a76709
606,606-triceps-frances-sentado.mp4,Tríceps Francês Sentado,tríceps,Livre/Funcional,normal,59de661a-23a1-41d3-9a1e-ee21d77401ae
607,607-triceps-testa.mp4,Tríceps Testa,tríceps,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000005
608,608-voador.mp4,Voador,peitoral,Livre/Funcional,normal,316c9693-ce56-4b3b-b31e-f4316f75e70c
609,609-voador-invertido.mp4,Voador Invertido,ombro,Livre/Funcional,normal,96d192f2-1d3f-4114-85de-63c3413cb68c
610,610-along-coluna-rotacao.mp4,Along. Coluna Rotação,alongamento,Mobilidade/Solo,ALTA,6bd9ccf9-9832-4ec7-ac30-34bac76d20db
611,611-along-hiperextensao-rolinho.mp4,Along. Hiperextensão Rolinho,alongamento,Mobilidade/Solo,ALTA,384c7931-f1ee-4259-a893-85a554c852b7
612,612-along-iliopsoas.mp4,Along. Iliopsoas,alongamento,Mobilidade/Solo,ALTA,92b7dfba-cb1d-43f8-86a1-b89d7f5d4db1
613,613-apoio-unipodal-no-bosu.mp4,Apoio unipodal no bosu,Estabilidade,Mobilidade/Solo,ALTA,6f354269-311d-4878-b66c-27fc7090161e
614,614-extensora-com-alongamento-entre-series.mp4,Extensora com Alongamento Entre Séries,quadríceps,Mobilidade/Solo,ALTA,6b696ad3-5a7b-49e6-aacd-19de3a190056
615,615-mobilidade-buda.mp4,Mobilidade Buda,mobilidade,Mobilidade/Solo,ALTA,ae0aafea-1686-4d2e-9393-1108049e9926
616,616-mobilidade-cat-cow.mp4,Mobilidade Cat-Cow,mobilidade,Mobilidade/Solo,ALTA,6c26cf55-546d-4b04-add0-ba4d5bda1755
617,617-mobilidade-de-quadril-e-tornozelo-com-alongamento.mp4,Mobilidade de Quadril e Tornozelo com Alongamento,mobilidade,Mobilidade/Solo,ALTA,957ea2e1-954d-4af7-8c95-8e08c43217e6
618,618-mobilidade-de-quadril-foco-em-adutores.mp4,Mobilidade de Quadril foco em Adutores,mobilidade,Mobilidade/Solo,ALTA,41733afe-1af1-444e-85da-91dbecaa2c1a
619,619-agachamento-no-bosu.mp4,Agachamento no bosu,Estabilidade,Mobilidade/Solo,normal,7c6f882b-7fec-4979-8216-0cacf5cc2e4d
620,620-along-adutores-bilateral.mp4,Along. Adutores Bilateral,alongamento,Mobilidade/Solo,normal,d7dee2b8-8f7a-414f-a2cf-b1ff769967fa
621,621-along-adutores-flexionado-frog.mp4,Along. Adutores Flexionado (Frog),alongamento,Mobilidade/Solo,normal,801cfb45-c447-425b-aff0-26b5d87ce5d9
622,622-along-adutores-unilateral-estendido.mp4,Along. Adutores Unilateral Estendido,alongamento,Mobilidade/Solo,normal,0197410d-5f04-4c31-8b1c-7599f49e6774
623,623-along-dorsal-e-quadrado-lombar-unilateral-espaldar.mp4,Along. Dorsal e Quadrado Lombar Unilateral Espaldar,alongamento,Mobilidade/Solo,normal,c6059bf6-c71f-414e-8cdb-60178f7d5405
624,624-along-dorsal-unilateral-espaldar.mp4,Along. Dorsal Unilateral Espaldar,alongamento,Mobilidade/Solo,normal,48fdd2e6-1cad-42bf-8ebc-6099cc9d437e
625,625-along-gluteo-cruzado-espaldar.mp4,Along. Glúteo Cruzado Espaldar,alongamento,Mobilidade/Solo,normal,de394e81-17b2-4feb-bcf2-5b5991e04c6c
626,626-along-gluteo-cruzado-solo.mp4,Along. Glúteo Cruzado Solo,alongamento,Mobilidade/Solo,normal,966ff2d0-8dca-402f-9e5e-c630869682a8
627,627-along-levantador-da-escapula.mp4,Along. Levantador da Escápula,alongamento,Mobilidade/Solo,normal,7cbab4b8-70cb-4bae-add3-e5f0ea95b220
628,628-along-panturrilha-unilateral.mp4,Along. Panturrilha Unilateral,alongamento,Mobilidade/Solo,normal,737b8377-e7a6-49e6-954c-644b435a97cd
629,629-along-peitoral-bilateral-espaldar.mp4,Along. Peitoral Bilateral Espaldar,alongamento,Mobilidade/Solo,normal,1e780c54-cd0f-4b68-b1b3-d2fc2aeef576
630,630-along-peitoral-menor.mp4,Along. Peitoral Menor,alongamento,Mobilidade/Solo,normal,36377d3a-12e3-4ff1-ba6c-8d378dff2d77
631,631-along-peitoral-unilateral-espaldar.mp4,Along. Peitoral Unilateral Espaldar,alongamento,Mobilidade/Solo,normal,069596e0-f5a3-4f6e-82e7-b0e3fec2e9e4
632,632-along-pigeon.mp4,Along. Pigeon,alongamento,Mobilidade/Solo,normal,eb7618bc-1e4a-4394-aaa4-c8a8697d56f5
633,633-along-pigeon-com-quadrado-lombar.mp4,Along. Pigeon com Quadrado Lombar,alongamento,Mobilidade/Solo,normal,63cb2e5f-8892-48d1-b72c-943e3205cb82
634,634-along-posterior-bilateral-em-pe.mp4,Along. Posterior Bilateral em Pé,alongamento,Mobilidade/Solo,normal,06edd293-b856-47c0-ae91-8e1cc523688f
635,635-along-posterior-bilateral-solo.mp4,Along. Posterior Bilateral Solo,alongamento,Mobilidade/Solo,normal,4d624a0c-e3a0-40e7-9d2a-4f1b72584c61
636,636-along-posterior-unilateral-estendido.mp4,Along. Posterior Unilateral Estendido,alongamento,Mobilidade/Solo,normal,8f725656-bb0e-4ed0-9fbb-f0fecfaf6523
637,637-along-posterior-unilateral-flexionado.mp4,Along. Posterior Unilateral Flexionado,alongamento,Mobilidade/Solo,normal,c08df451-d8bb-4923-829b-3ddc21ead3b9
638,638-along-posterior-unilateral-solo.mp4,Along. Posterior Unilateral Solo,alongamento,Mobilidade/Solo,normal,5f12d59c-e9e4-4b5d-8014-587b8c9c286b
639,639-along-quadriceps-bilateral-solo.mp4,Along. Quadríceps Bilateral Solo,alongamento,Mobilidade/Solo,normal,c4530121-861e-48ce-ae2f-90ecdd098b1a
640,640-along-quadriceps-unilateral-em-pe.mp4,Along. Quadríceps Unilateral em Pé,alongamento,Mobilidade/Solo,normal,2528f127-fd91-4f2e-a4aa-4e1f8290163e
641,641-along-reto-femoral-solo.mp4,Along. Reto Femoral Solo,alongamento,Mobilidade/Solo,normal,4b71ea5c-aa1a-4cba-a87f-8197a924823f
642,642-along-tensor-da-fascia-lata-solo.mp4,Along. Tensor da Fascia Lata Solo,alongamento,Mobilidade/Solo,normal,996d15ba-40b6-436b-9b00-22e9978b9e10
643,643-alongamento-de-gluteos-90-90.mp4,Alongamento de Glúteos 90-90,Musculação,Mobilidade/Solo,normal,bd2efefb-8df6-4f90-a929-797fec7ac4d6
644,644-alongamento-tfl.mp4,Alongamento TFL,Alongamento,Mobilidade/Solo,normal,522511bf-ecc7-4f48-97dc-2493e32d5299
645,645-controle-motor-mobilidade-e-estabilidade.mp4,Controle motor - mobilidade e estabilidade,Musculação,Mobilidade/Solo,normal,bcf67999-ce05-4e6a-aebe-750d618ead5a
646,646-fisio-quadril-hip-hinge-com-bastao.mp4,Fisio Quadril: hip hinge com bastão,Fisioterapia,Mobilidade/Solo,normal,3f81fa4b-a113-47f6-b2b4-dcc419d94c3e
647,647-halo-mobilidade-superiores.mp4,Halo - mobilidade superiores,Musculação,Mobilidade/Solo,normal,7ebb1e7c-0eef-4b61-835f-9969df952199
648,648-liberacao-de-adutores-no-foam-roll.mp4,Liberação de adutores no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,fa020cd6-704f-41e0-83eb-23ef18783a74
649,649-liberacao-de-banda-iliotibial-no-foam-roll.mp4,Liberação de banda iliotibial no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,626975e1-439c-4e98-8182-f6f18ff5fbd3
650,650-liberacao-de-dorsal-no-foam-roll.mp4,Liberação de dorsal no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,df256bcf-dc82-42bd-9ea6-8d9df39a87e0
651,651-liberacao-de-gluteo-no-foam-roll.mp4,Liberação de glúteo no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,09945798-7bca-42c3-a51e-bdc9a34cc33c
652,652-liberacao-de-panturrilha-no-foam-roll.mp4,Liberação de panturrilha no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,14d69ca0-70cd-4e54-bac6-02bd2731a20a
653,653-liberacao-de-posterior-de-coxa-no-foam-roll.mp4,Liberação de posterior de coxa no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,546c6966-a182-41df-bf68-28efdc067995
654,654-liberacao-de-quadriceps-no-foam-roll.mp4,Liberação de quadríceps no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,44dc8b07-df32-4c35-b1aa-c016ff6f5362
655,655-liberacao-toracica-no-foam-roll.mp4,Liberação torácica no foam roll,Liberação Miofascial,Mobilidade/Solo,normal,fe8cf9a6-8f14-4567-b36c-7ede072624af
656,656-mobilidade-90-90-rot-externa.mp4,Mobilidade 90-90 Rot. Externa,Musculação,Mobilidade/Solo,normal,35bb19e6-e1df-4cec-85ea-47ba4420796e
657,657-mobilidade-90-90-rot-interna.mp4,Mobilidade 90-90 Rot. interna,Musculação,Mobilidade/Solo,normal,7be698a4-1cac-468e-bfc0-ba79189768f9
658,658-mobilidade-90-90.mp4,Mobilidade 90/90,mobilidade,Mobilidade/Solo,normal,edca7177-f6c5-4906-8e21-8ba3d1c84eae
659,659-mobilidade-90-90-completa.mp4,Mobilidade 90/90 completa,mobilidade,Mobilidade/Solo,normal,743974e1-4d5d-4fd6-8e50-7609e86b707f
660,660-mobilidade-corpo-todo.mp4,Mobilidade Corpo Todo,Musculação,Mobilidade/Solo,normal,bb961cbb-04fa-4768-9740-c28561a34c61
661,661-mobilidade-de-coluna.mp4,Mobilidade de Coluna,Musculação,Mobilidade/Solo,normal,5c8f5515-ecca-4ef1-aded-d979645942ab
662,662-mobilidade-de-ombro-com-toque-de-maos.mp4,Mobilidade de Ombro com Toque de Mãos,mobilidade,Mobilidade/Solo,normal,e4f4ba1d-68c8-47c9-95d9-1dc2d46599ad
663,663-mobilidade-de-ombro-rotacao-externa-com-bastao.mp4,Mobilidade de Ombro Rotação Externa com Bastão,mobilidade,Mobilidade/Solo,normal,81ccbed4-e39d-4a4e-bc95-71139de3273c
664,664-mobilidade-de-ombro-rotacao-solo.mp4,Mobilidade de Ombro Rotação Solo,mobilidade,Mobilidade/Solo,normal,c7d00c36-12dc-4a88-814b-045b1b853a44
665,665-mobilidade-de-ombro-w.mp4,Mobilidade de Ombro W,mobilidade,Mobilidade/Solo,normal,bbb26a3d-72ad-4f47-9b9c-3abb7ea70af9
666,666-mobilidade-de-quadril.mp4,Mobilidade de Quadril,Quadríceps,Mobilidade/Solo,normal,509865d8-5b76-429d-bef8-3ae1b3f8b619
667,667-mobilidade-de-quadril-sagital.mp4,Mobilidade de Quadril ( sagital ),Quadríceps,Mobilidade/Solo,normal,c62336c5-77b2-4876-884f-707b090f6932
668,668-mobilidade-de-quadril-2.mp4,Mobilidade de Quadril 2,Quadríceps,Mobilidade/Solo,normal,12aeb1ef-02d6-4210-b5a4-b495ca6fb3a7
669,669-mobilidade-de-quadril-3.mp4,Mobilidade de quadril 3,Quadríceps,Mobilidade/Solo,normal,706142ca-78f8-4591-acc0-7b4018432b14
670,670-mobilidade-de-quadril-e-tornozelo.mp4,Mobilidade de Quadril e Tornozelo,mobilidade,Mobilidade/Solo,normal,836f33a9-24ee-4ec9-adef-23d984bbdaf4
671,671-mobilidade-de-quadril-frog.mp4,Mobilidade de Quadril Frog,mobilidade,Mobilidade/Solo,normal,8927006c-0c4b-4163-b151-745fa1d0a8f3
672,672-mobilidade-de-quadril-lateral.mp4,Mobilidade de Quadril Lateral,mobilidade,Mobilidade/Solo,normal,fc740c2a-3afc-4cdb-a361-d78fac243ee7
673,673-mobilidade-de-quadril-rotacao-interna-deitado.mp4,Mobilidade de Quadril Rotação Interna Deitado,Quadríceps,Mobilidade/Solo,normal,affde76f-d5b2-42d3-97bd-188e630d1127
674,674-mobilidade-de-quadril-adutores-post.mp4,Mobilidade de quadril-adutores/post,Quadríceps,Mobilidade/Solo,normal,057059ab-07fe-45af-b2ba-a1b9533ea547
675,675-mobilidade-de-tornozelo.mp4,Mobilidade de Tornozelo,mobilidade,Mobilidade/Solo,normal,3f384f30-1259-4e27-a7bf-70889243ac41
676,676-mobilidade-de-tornozelo-quadril.mp4,Mobilidade de tornozelo/quadril,Quadríceps,Mobilidade/Solo,normal,0b7f58e5-53ec-4b4d-9e15-11d7ca9d006c
677,677-mobilidade-de-toracica.mp4,Mobilidade de Torácica,Musculação,Mobilidade/Solo,normal,0ddd9b9e-4d85-469c-b6db-3c4ea5a3c52a
678,678-mobilidade-em-ponte-extensao.mp4,Mobilidade em ponte/Extensão,Musculação,Mobilidade/Solo,normal,16aebaf1-7466-4583-806b-219c47f2245f
679,679-mobilidade-escapular-em-puxada.mp4,Mobilidade Escapular em Puxada,Dorsal,Mobilidade/Solo,normal,c51ab919-f750-481b-94ea-743657c3a414
680,680-mobilidade-escapular-trx.mp4,Mobilidade Escapular TRX,Dorsal,Mobilidade/Solo,normal,e7321291-a3bb-44b0-b6df-dc0dca157ea9
681,681-mobilidade-full-inferiores-hard.mp4,Mobilidade Full Inferiores (hard),Quadríceps,Mobilidade/Solo,normal,ec281a05-a949-41c6-b5df-3ee615a23bfb
682,682-mobilidade-hiperextensao-lombar.mp4,Mobilidade Hiperextensão Lombar,mobilidade,Mobilidade/Solo,normal,ed98f29a-71c5-4708-90ef-6b8485707028
683,683-mobilidade-hiperextensao-toracica-rolinho.mp4,Mobilidade Hiperextensão Torácica Rolinho,mobilidade,Mobilidade/Solo,normal,917da140-0856-4ef2-97c0-6d0e636b40de
684,684-mobilidade-quadril-90-90.mp4,Mobilidade quadril 90-90,Quadríceps,Mobilidade/Solo,normal,a8e8cde0-087a-412f-acf9-652f53cfff84
685,685-mobilidade-quadril-flexores-posterior.mp4,Mobilidade quadril flexores/posterior,Musculação,Mobilidade/Solo,normal,75649465-1319-48e0-bdfb-dc1ce93774af
686,686-mobilidade-rot-quadril-ext-int.mp4,Mobilidade rot quadril ext int,Quadríceps,Mobilidade/Solo,normal,2f55744f-a768-4738-b6fd-665d3723123c
687,687-mobilidade-sapinho.mp4,Mobilidade Sapinho 🐸,Musculação,Mobilidade/Solo,normal,ab73db0f-26d0-4e3e-931f-4e22e687e036
688,688-mobilidade-toracica-bastao.mp4,Mobilidade Torácica Bastão,mobilidade,Mobilidade/Solo,normal,c829d03a-9b66-41a5-b6e8-db237e017812
